"subject","version","assignmentId","guess1","guess2","guess3","cc1","cc2","cc3","experienced","instructions_time","total_time","stamp","id"
"ACH337Q8X1SOI","caus_thomas_fire_v3","3DPNQGW4LLGJAYDT70M04GQ0PJ746O","0","0","0","Yes","Yes","Yes","Yes","0","0","2017-10-10 15:22:45","1929"
"A39ROW50DWRRKT","caus_thomas_fire_v3","31LVTDXBL7B8UPIY5GOF1SJ77SFRL1","0","0","0","No","Yes","Yes","Not sure","0","0","2017-10-10 15:23:10","1930"
"A25T92H4YKP4RN","caus_thomas_fire_v3","3TMFV4NEP8FINEF1ALPHJM5IF7W8W0","0","0","0","Yes","No","No","Yes","0","0","2017-10-10 15:23:11","1931"
"A23KAJRDVCVGOE","caus_thomas_fire_v3","3QY5DC2MXRLEAP0JNZGMBQ17HVXUF3","0","0","0","Yes","No","Yes","No","0","0","2017-10-10 15:23:14","1932"
"A1R37XA9QPSIAN","caus_thomas_fire_v3","38JBBYETQOBNND68DI5YG4ID6HV4E9","0","0","0","Yes","Not sure","No","No","0","0","2017-10-10 15:23:36","1933"
"AADRVG2QVZH75","caus_thomas_fire_v3","38BQUHLA9W1P3U83D08Q7ATRWALOMR","0","0","0","Yes","No","Yes","No","0","0","2017-10-10 15:23:40","1934"
" A38ECJNH8AQKV4
","caus_thomas_fire_v3","37Q970SNZE975XE7RV617NFPVOU1SU","0","0","0","Yes","Yes","Yes","No","0","0","2017-10-10 15:23:41","1935"
"A1UCB0D27PY623","caus_thomas_fire_v3","3KJYX6QCM9CUS6BFBFHCMAVIO9OJVL","0","0","0","Yes","No","No","Yes","0","0","2017-10-10 15:24:00","1936"
"A3J9JCSAZJIRXI","caus_thomas_fire_v3","3JW0YLFXRTHTDFBJ8O5NX284XEYWW2","0","0","0","Not sure","Not sure","Yes","No","0","0","2017-10-10 15:24:07","1937"
"AU8YVB738G6C","caus_thomas_fire_v3","3TMSXRD2X610CEVGB0G24CIA11Q1W9","0","0","0","Yes","No","Yes","No","0","0","2017-10-10 15:24:08","1938"
"A330JJZGJL7IG2","caus_thomas_fire_v3","3QAPZX2QN4EET9CR1XNV20JBS2P20P","0","0","0","Yes","Yes","Yes","No","0","0","2017-10-10 15:24:11","1939"
"A3GAQNTZ1V1VO","caus_thomas_fire_v3","39N5ACM9HEOSHA1A3RH0ROSX6GB9PV","0","0","0","Yes","No","Yes","Yes","0","0","2017-10-10 15:24:20","1940"
"A2FBP73AQACKZ2","caus_thomas_fire_v3","3R6BYFZZP7D6RTUES4R9VX0BBDEXFY","0","0","0","Yes","No","Yes","No","0","0","2017-10-10 15:24:25","1941"
"AHUKCHMKUJHQQ","caus_thomas_fire_v3","3OONKJ5DKCKTK346MBIHTUIXKBIBOQ","0","0","0","Yes","Not sure","No","Yes","0","0","2017-10-10 15:24:28","1942"
"ATAHQP6QL09TX","caus_thomas_fire_v3","3IHR8NYAM72RK4VYMWL9AGHHKOX4PU","0","0","0","Yes","No","Yes","No","0","0","2017-10-10 15:24:32","1943"
"A1NMWUK6TZG333","caus_thomas_fire_v3","3137ONMDKG63ZTZS8J7ZPTFGWM4EG6","0","0","0","Yes","No","No","No","0","0","2017-10-10 15:24:37","1944"
"AOTUGFGVVZMSQ","caus_thomas_fire_v3","39O5D9O87TTN8J3QHDUKGBQ475MC33","0","0","0","Yes","No","No","No","0","0","2017-10-10 15:24:38","1945"
"A193FEHCOS0E2J","caus_thomas_fire_v3","3G5W44VEU7J6LTR245I2NOSLGJ0KGW","0","0","0","Yes","No","No","Yes","0","0","2017-10-10 15:24:38","1946"
"A2PDDOU75JXTN7","caus_thomas_fire_v3","3IX2EGZR7BK2ZZUY2VC2LD6F33ARJZ","0","0","0","Yes","No","Yes","No","0","0","2017-10-10 15:24:39","1947"
"A1JRTUDSDO6TQF","caus_thomas_fire_v3","308Q0PEVB8E00OE6QWRGIRRLK2G9IJ","0","0","0","Yes","No","No","No","0","0","2017-10-10 15:24:42","1948"
"A2T22FJ28MIGI","caus_thomas_fire_v3","37XITHEISWAFRLOSS3VGY9TKDJ2CR7","0","0","0","Yes","No","No","No","0","0","2017-10-10 15:24:45","1949"
"A1M1TSMJB12177","caus_thomas_fire_v3","33SA9F9TRXVZWFPSNOBHBW14QAUEW5","0","0","0","Yes","Yes","No","Yes","0","0","2017-10-10 15:24:50","1950"
"ANV4TUKMWLA8E","caus_thomas_fire_v3","35GMH2SV3EIRR6GQW2K7U2OIN8VEOT","0","0","0","Yes","No","No","Yes","0","0","2017-10-10 15:24:53","1951"
"A12VU5YSHGQH2V
","caus_thomas_fire_v3","3KWTYT08704JP2K089BCYREBFAR5L2","0","0","0","Yes","No","No","Yes","0","0","2017-10-10 15:24:54","1952"
"A1DY3EW6Q0B5K5","caus_thomas_fire_v3","3L6L49WXW0YNRUDF2HCVCAC0TOW549","0","0","0","Yes","No","No","No","0","0","2017-10-10 15:24:59","1953"
"A3IR7DFEKLLLO","caus_thomas_fire_v3","3Z4AIRP3C6EF1E06L5CO6VWHA3W1X2","0","0","0","Yes","No","Yes","No","0","0","2017-10-10 15:25:03","1954"
"A8TQSHYC5OOY4","caus_thomas_fire_v3","30LSNF239UWP04T75NC184J7EW6I20","0","0","0","Yes","No","Yes","No","0","0","2017-10-10 15:25:03","1955"
"A1KQWBK5WHCNYQ","caus_thomas_fire_v3","3YJ6NA41JBHHNMEJP38DGI602LNPJ6","0","0","0","Yes","No","Yes","No","0","0","2017-10-10 15:25:04","1956"
"AK3H5QRAROFGP","caus_thomas_fire_v3","39LNWE0K4UXYKG29O7M7ENEZXNPUIU","0","0","0","Yes","No","No","No","0","0","2017-10-10 15:25:05","1957"
"A1H6AZSS5DQ0KD","caus_thomas_fire_v3","3PQMUDRV7R7TBP79UQXTVKQO3S3IIB","0","0","0","Yes","No","No","No","0","0","2017-10-10 15:25:05","1958"
"A2XF84K0868FZO
","caus_thomas_fire_v3","3IQ1VMJRYTLLU6V8E8Z31T327UB9AF","0","0","0","No","No","No","No","0","0","2017-10-10 15:25:08","1959"
"A3VEZCWOO7DSBN","caus_thomas_fire_v3","3UXUOQ9OKEYHGN7FZB1JNXCWC4N7A1","0","0","0","No","Yes","Yes","No","0","0","2017-10-10 15:25:14","1960"
"AXHB59WY3NYZ4","caus_thomas_fire_v3","3ZOTGHDK5ICS1PL8XX4CJJSXOZ3OS3","0","0","0","Yes","No","No","Yes","0","0","2017-10-10 15:25:14","1961"
"A2VWG0L5JHOBWN","caus_thomas_fire_v3","338JKRMM260E9CDRCKNVEA1QQ7JAH6","0","0","0","Yes","Yes","Yes","No","0","0","2017-10-10 15:25:15","1962"
"A1G1TGBJSQLJIB","caus_thomas_fire_v3","3N4BPTXIO8TPQBSXOA7JR3TCPRFKUW","0","0","0","Yes","No","No","No","0","0","2017-10-10 15:25:15","1963"
"A1DDBGQDMZZ1VW","caus_thomas_fire_v3","3NJM2BJS4W7UF88DFBRRTET5C1EPCS","0","0","0","Yes","No","Yes","No","0","0","2017-10-10 15:25:19","1964"
"A18M1IAKPX9XQT","caus_thomas_fire_v3","3E1QT0TDFPA0MJVWL4L2IVWA0WYI83","0","0","0","Yes","No","No","Yes","0","0","2017-10-10 15:25:20","1965"
"A2BV3R7IE3F5O8
","caus_thomas_fire_v3","3SKEMFQBZ36RSELKL76EVBBNS0NK8G","0","0","0","Yes","No","No","No","0","0","2017-10-10 15:25:24","1966"
"AD1ILDUXZHASF","caus_thomas_fire_v3","3PM8NZGV8YH3IIKN6K237W4PIFOXQT","0","0","0","Yes","Yes","No","No","0","0","2017-10-10 15:25:25","1967"
"A9FCR1QRZAM3U","caus_thomas_fire_v3","3FIJLY1B6U51IKSN6DHS1KE89E6PF3","0","0","0","Yes","No","Yes","No","0","0","2017-10-10 15:25:35","1968"
"A2JYMJRDXYSJY1","caus_thomas_fire_v3","3V0Z7YWSIY1UMAD74UBKNT91MY2V2A","0","0","0","Yes","No","Yes","Not sure","0","0","2017-10-10 15:25:41","1969"
"A1LOD3LNX7FUPJ","caus_thomas_fire_v3","31IBVUNM9S0EN4PJSPQR7C3QV27FVE","0","0","0","Yes","Yes","Yes","No","0","0","2017-10-10 15:25:42","1970"
"A1BEBN58T1E0TH","caus_thomas_fire_v3","34FNN24DCMA3P1RZRO02SZG7OPVY5N","0","0","0","Yes","No","Yes","No","0","0","2017-10-10 15:25:44","1971"
"A10YS8AVLQWUZZ","caus_thomas_fire_v3","3O6CYIULED2GLBMEDOQMFEN7CYNWU3","0","0","0","Yes","No","No","Not sure","0","0","2017-10-10 15:25:50","1972"
"A2MQGU4NZZ8V0H

","caus_thomas_fire_v3","3B2X28YI3WG3VXY2MFWNCUW6ZBOB61","0","0","0","Yes","No","No","No","0","0","2017-10-10 15:25:52","1973"
"A3JT22BLG866CK","caus_thomas_fire_v3","3ZPBJO59KP2C7JG3WUEX4B9WBAGHDF","0","0","0","Yes","No","Yes","No","0","0","2017-10-10 15:25:54","1974"
"A14WLAP6TCEKO0","caus_thomas_fire_v3","3VNL7UK1XFKZACLUNUQC6UF5YHRFTY","0","0","0","Yes","Yes","Yes","No","0","0","2017-10-10 15:26:04","1975"
"A1Z2PN56VHHKNM","caus_thomas_fire_v3","3RYC5T2D73UYLAXWX8HMI9SRC2HPRY","0","0","0","Yes","No","Yes","No","0","0","2017-10-10 15:26:04","1976"
"A3CP3V6ROWGYDF","caus_thomas_fire_v3","3HMIGG0U4L7MCJA1PM754JQYQFWY8P","0","0","0","Yes","No","Yes","No","0","0","2017-10-10 15:26:11","1977"
"A3UQXYJ8EV62WE","caus_thomas_fire_v3","3PH3VY7DJLYX7AGOJBPUW62MEG2WZS","0","0","0","Yes","No","No","No","0","0","2017-10-10 15:26:14","1978"
"A1Z7QTDFX7ZM2O","caus_thomas_fire_v3","3QBD8R3Z21K9Z4JX7W8ULGCRAJ1O4X","0","0","0","Yes","No","Yes","Yes","0","0","2017-10-10 15:26:33","1979"
"A3O81LHBBI8NPK
","caus_thomas_fire_v3","3KJYX6QCM9CUS6BFBFHCMAVIO9OVJX","0","0","0","Yes","No","No","No","0","0","2017-10-10 15:26:38","1980"
"AP3EZGN902UO2","caus_thomas_fire_v3","39U1BHVTDLS4U0513ZPA5LQ8VRMT33","0","0","0","Yes","No","No","No","0","0","2017-10-10 15:26:39","1981"
"A3O2JUIF4DZQJU","caus_thomas_fire_v3","333U7HK6I9G8YPBTKUHIGOPBO2KJDM","0","0","0","Yes","No","No","Not sure","0","0","2017-10-10 15:26:42","1982"
"AY9BSXER7AYI6","caus_thomas_fire_v3","3B837J3LDOXVY2DOPPLGDEX2ZMOSRH","0","0","0","Yes","No","Yes","No","0","0","2017-10-10 15:26:45","1983"
"A3B96BW9I8IZA2","caus_thomas_fire_v3","3IFS6Q0HJIKI53A5Z2R7ZMWBCQ5IS3","0","0","0","Yes","No","Yes","No","0","0","2017-10-10 15:26:47","1984"
"A2L1XH2KWKAF4F","caus_thomas_fire_v3","3PXX5PX6LXZ4IZA5CSDZSZYSVUEBAR","0","0","0","No","Yes","No","Not sure","0","0","2017-10-10 15:26:48","1985"
"A1FJAVZWHRQ4HH","caus_thomas_fire_v3","3ZY8KE4ISJ4BETFS651LJB7424GVQO","0","0","0","Yes","No","Yes","No","0","0","2017-10-10 15:26:55","1986"
"A239EUWY6SNDEZ","caus_thomas_fire_v3","30IQTZXKAK7FUPFOPM8OSQD75BPX0U","0","0","0","Yes","No","No","No","0","0","2017-10-10 15:26:58","1987"
"A2G9163W7Y67UD","caus_thomas_fire_v3","31QTRG6Q2TE7IB9IB39GQ5LOFPWPY0","0","0","0","Yes","No","Yes","No","0","0","2017-10-10 15:27:03","1988"
"A1FO1SROGRL5RH","caus_thomas_fire_v3","37ZHEEHM6WNHW28UQWM90PYQ6VW374","0","0","0","Yes","No","No","No","0","0","2017-10-10 15:27:12","1989"
"A15Y215D57OSO5","caus_thomas_fire_v3","30ZX6P7VF8WLVFDDN5X1K5Y7RBVJ2D","0","0","0","Yes","Yes","Not sure","Yes","0","0","2017-10-10 15:27:25","1990"
"A3TK7HVFEKB00R","caus_thomas_fire_v3","3EWIJTFFVO86OPO7UHIW41S0P6G0ES","0","0","0","Yes","No","Yes","No","0","0","2017-10-10 15:27:26","1991"
" A1L04TXTIC3U9X","caus_thomas_fire_v3","3I2PTA7R3TVXYILG71NEH2WNM69QKX","0","0","0","Yes","No","Yes","No","0","0","2017-10-10 15:27:26","1992"
"A13UMY3NL33676","caus_thomas_fire_v3","3U5NZHP4LR3LWGJT135S45QLPTJPH1","0","0","0","Yes","No","Yes","No","0","0","2017-10-10 15:27:30","1993"
"AJ1VMW9NT7287","caus_thomas_fire_v3","3UN61F00HWQUS0FDDT88K3NAL2GR5E","0","0","0","Not sure","Yes","No","No","0","0","2017-10-10 15:27:30","1994"
"AKZD89B2WLSX7","caus_thomas_fire_v3","3Z7ISHFUH0WMH9K6L89OIQZ0W908ZQ","0","0","0","Yes","No","Yes","No","0","0","2017-10-10 15:27:31","1995"
"A1UCM4T7TZDUAO","caus_thomas_fire_v3","3KB8R4ZV1E85SQN8YS59OL9VTPRGB8","0","0","0","Yes","No","Yes","No","0","0","2017-10-10 15:27:32","1996"
"AYBYOVKNSQXV8","caus_thomas_fire_v3","3OVHNO1VE62YY4GX2GK44ID170XDZ1","0","0","0","Yes","No","Yes","No","0","0","2017-10-10 15:27:34","1997"
"A29U4ZQRLMIB61","caus_thomas_fire_v3","308XBLVESI5WHGWME3ZLNPN2VY2RBF","0","0","0","Yes","No","No","No","0","0","2017-10-10 15:27:49","1998"
"A12CEB35YXRM8X","caus_thomas_fire_v3","3ERET4BTVMAR6J4UQZCSV76YC769KX","0","0","0","Yes","Yes","No","No","0","0","2017-10-10 15:27:50","1999"
"AFIFVNL3CREJN","caus_thomas_fire_v3","3KXIR214I4HVSXUSKYAXE39O9F642A","0","0","0","Yes","No","Yes","No","0","0","2017-10-10 15:28:06","2000"
"A7KLTVEIASF4J","caus_thomas_fire_v3","3U84XHCDICELY8X495JB1EJVUN4Z4A","0","0","0","No","No","No","No","0","0","2017-10-10 15:28:08","2001"
"A2BGRGVU9HG0C6","caus_thomas_fire_v3","3R2UR8A0IAH0X677R7AZIR9P3E5OXB","0","0","0","Yes","No","Yes","Yes","0","0","2017-10-10 15:28:11","2002"
"A1RATFICCKLCQ","caus_thomas_fire_v3","36AHBNMV1RDYTE6S6UILQB4Z16TYDV","0","0","0","Yes","No","Yes","No","0","0","2017-10-10 15:28:20","2003"
"A2LFT9N17HS9FX","caus_thomas_fire_v3","3VJ40NV2QIOTGPYNMX92TOOJQIHOTS","0","0","0","Yes","Yes","Yes","No","0","0","2017-10-10 15:28:33","2004"
"A3I9743KVD971V","caus_thomas_fire_v3","3KXIR214I4HVSXUSKYAXE39O9F6248","0","0","0","Yes","No","Yes","No","0","0","2017-10-10 15:28:36","2005"
"ACTPXLRRLBWFB
","caus_thomas_fire_v3","3ERMJ6L4DYTIIOG4WEROWO7W6LCM70","0","0","0","Yes","No","No","Not sure","0","0","2017-10-10 15:28:36","2006"
"A1S2QEA1MA88JF","caus_thomas_fire_v3","3QAPZX2QN4EET9CR1XNV20JBS3Q02Q","0","0","0","Yes","No","Yes","No","0","0","2017-10-10 15:28:43","2007"
"A2X9AEDAHF7O7S","caus_thomas_fire_v3","39GHHAVOMFSVYTS0RJGPDKV5BQS4JX","0","0","0","Yes","No","No","No","0","0","2017-10-10 15:28:47","2008"
"AKPXWXJFLHM08","caus_thomas_fire_v3","3NL0RFNU0FOQ9DYI94G1EZVIQFSK4C","0","0","0","Yes","Yes","Yes","No","0","0","2017-10-10 15:28:50","2009"
"A2SMUTM50TMJHG","caus_thomas_fire_v3","3SPJ0334214BW06KGQ4WT9ZC6RRJYX","0","0","0","Yes","No","Yes","No","0","0","2017-10-10 15:28:55","2010"
"A25894CV44ZZ0V","caus_thomas_fire_v3","3RKNTXVS3MZKX0PWXD3CKLSML2X4AE","0","0","0","Yes","No","Yes","No","0","0","2017-10-10 15:28:55","2011"
"A3VAGJTE25UK3Q","caus_thomas_fire_v3","3IHR8NYAM72RK4VYMWL9AGHHKPY4PX","0","0","0","Yes","No","Yes","No","0","0","2017-10-10 15:28:59","2012"
"A2YHOJLEZR8663","caus_thomas_fire_v3","3MD9PLUKKIF7KG7ARAY70NPVL4ZNZT","0","0","0","Yes","No","No","Yes","0","0","2017-10-10 15:29:03","2013"
"AZHAEAUN4XD7J","caus_thomas_fire_v3","3K772S5NP8CHZPU3SPPHATRHBNIHEB","0","0","0","Yes","No","Yes","No","0","0","2017-10-10 15:29:04","2014"
"A3UUK65H63DHFX","caus_thomas_fire_v3","3MX2NQ3YC9VEPW1PMSE09L9YMK25XR","0","0","0","Yes","No","No","Yes","0","0","2017-10-10 15:29:06","2015"
"ASWCSRH05NVCT","caus_thomas_fire_v3","3QL2OFSM96JUCNW0ZWEZPPOACNECNM","0","0","0","Yes","No","No","No","0","0","2017-10-10 15:29:08","2016"
"A29CCD6DOOQCGB","caus_thomas_fire_v3","3WJ1OXY92AHLG1CY9GTP1X8RNPUA8U","0","0","0","Yes","No","No","Yes","0","0","2017-10-10 15:29:28","2017"
"AFKIHFDY5MDA5","caus_thomas_fire_v3","3OVR4I9USPKCKGWDM90YAL7RPLK4QO","0","0","0","Yes","No","Yes","No","0","0","2017-10-10 15:29:30","2018"
"A1DHYSXOHE5VQL","caus_thomas_fire_v3","3483FV8BEEK97KY63M3CB1T256C26T","0","0","0","Yes","No","Yes","No","0","0","2017-10-10 15:29:36","2019"
"A2V6W655RENYIE","caus_thomas_fire_v3","3VAR3R6G1P2AI56ZJZY72SSWC5XO84","0","0","0","Yes","No","Yes","No","0","0","2017-10-10 15:29:36","2020"
